"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DNK","CPI","TOT","AGRWTH","A","2001",2.337875,
"DNK","CPI","TOT","AGRWTH","A","2002",2.424437,
"DNK","CPI","TOT","AGRWTH","A","2003",2.075078,
"DNK","CPI","TOT","AGRWTH","A","2004",1.154357,
"DNK","CPI","TOT","AGRWTH","A","2005",1.817815,
"DNK","CPI","TOT","AGRWTH","A","2006",1.924221,
"DNK","CPI","TOT","AGRWTH","A","2007",1.693266,
"DNK","CPI","TOT","AGRWTH","A","2008",3.416268,
"DNK","CPI","TOT","AGRWTH","A","2009",1.30471,
"DNK","CPI","TOT","AGRWTH","A","2010",2.310924,
"DNK","CPI","TOT","AGRWTH","A","2011",2.758682,
"DNK","CPI","TOT","AGRWTH","A","2012",2.397915,
"DNK","CPI","TOT","AGRWTH","A","2013",0.7890718,
"DNK","CPI","TOT","AGRWTH","A","2014",0.5640205,
"DNK","CPI","TOT","AGRWTH","A","2015",0.4520341,
"DNK","CPI","TOT","AGRWTH","A","2016",0.25,
"DNK","CPI","TOT","AGRWTH","A","2017",1.147132,
"DNK","CPI","TOT","AGRWTH","A","2018",0.8136095,
"FIN","CPI","TOT","AGRWTH","A","1997",1.192557,
"FIN","CPI","TOT","AGRWTH","A","1998",1.399471,
"FIN","CPI","TOT","AGRWTH","A","1999",1.162237,
"FIN","CPI","TOT","AGRWTH","A","2000",3.042096,
"FIN","CPI","TOT","AGRWTH","A","2001",2.578441,
"FIN","CPI","TOT","AGRWTH","A","2002",1.571221,
"FIN","CPI","TOT","AGRWTH","A","2003",0.8774385,
"FIN","CPI","TOT","AGRWTH","A","2004",0.1871234,
"FIN","CPI","TOT","AGRWTH","A","2005",0.6238712,
"FIN","CPI","TOT","AGRWTH","A","2006",1.566667,
"FIN","CPI","TOT","AGRWTH","A","2007",2.510666,
"FIN","CPI","TOT","AGRWTH","A","2008",4.065952,
"FIN","CPI","TOT","AGRWTH","A","2009",-0.0000000000000122217,
"FIN","CPI","TOT","AGRWTH","A","2010",1.184135,
"FIN","CPI","TOT","AGRWTH","A","2011",3.416809,
"FIN","CPI","TOT","AGRWTH","A","2012",2.808332,
"FIN","CPI","TOT","AGRWTH","A","2013",1.478288,
"FIN","CPI","TOT","AGRWTH","A","2014",1.0412,
"FIN","CPI","TOT","AGRWTH","A","2015",-0.207932,
"FIN","CPI","TOT","AGRWTH","A","2016",0.3566845,
"FIN","CPI","TOT","AGRWTH","A","2017",0.754015,
"FIN","CPI","TOT","AGRWTH","A","2018",1.083821,
"FRA","CPI","TOT","AGRWTH","A","1997",1.203943,
"FRA","CPI","TOT","AGRWTH","A","1998",0.6511269,
"FRA","CPI","TOT","AGRWTH","A","1999",0.5371416,
"FRA","CPI","TOT","AGRWTH","A","2000",1.67596,
"FRA","CPI","TOT","AGRWTH","A","2001",1.634781,
"FRA","CPI","TOT","AGRWTH","A","2002",1.923412,
"FRA","CPI","TOT","AGRWTH","A","2003",2.098472,
"FRA","CPI","TOT","AGRWTH","A","2004",2.14209,
"FRA","CPI","TOT","AGRWTH","A","2005",1.745869,
"FRA","CPI","TOT","AGRWTH","A","2006",1.675125,
"FRA","CPI","TOT","AGRWTH","A","2007",1.487998,
"FRA","CPI","TOT","AGRWTH","A","2008",2.812862,
"FRA","CPI","TOT","AGRWTH","A","2009",0.08762048,
"FRA","CPI","TOT","AGRWTH","A","2010",1.531123,
"FRA","CPI","TOT","AGRWTH","A","2011",2.111598,
"FRA","CPI","TOT","AGRWTH","A","2012",1.954195,
"FRA","CPI","TOT","AGRWTH","A","2013",0.8637155,
"FRA","CPI","TOT","AGRWTH","A","2014",0.5077588,
"FRA","CPI","TOT","AGRWTH","A","2015",0.03751438,
"FRA","CPI","TOT","AGRWTH","A","2016",0.1833349,
"FRA","CPI","TOT","AGRWTH","A","2017",1.032283,
"FRA","CPI","TOT","AGRWTH","A","2018",1.850815,
"DEU","CPI","TOT","AGRWTH","A","1997",1.939369,
"DEU","CPI","TOT","AGRWTH","A","1998",0.9111845,
"DEU","CPI","TOT","AGRWTH","A","1999",0.5854336,
"DEU","CPI","TOT","AGRWTH","A","2000",1.440268,
"DEU","CPI","TOT","AGRWTH","A","2001",1.983857,
"DEU","CPI","TOT","AGRWTH","A","2002",1.420807,
"DEU","CPI","TOT","AGRWTH","A","2003",1.034223,
"DEU","CPI","TOT","AGRWTH","A","2004",1.665736,
"DEU","CPI","TOT","AGRWTH","A","2005",1.546911,
"DEU","CPI","TOT","AGRWTH","A","2006",1.577429,
"DEU","CPI","TOT","AGRWTH","A","2007",2.298341,
"DEU","CPI","TOT","AGRWTH","A","2008",2.628383,
"DEU","CPI","TOT","AGRWTH","A","2009",0.3127377,
"DEU","CPI","TOT","AGRWTH","A","2010",1.103809,
"DEU","CPI","TOT","AGRWTH","A","2011",2.075173,
"DEU","CPI","TOT","AGRWTH","A","2012",2.008491,
"DEU","CPI","TOT","AGRWTH","A","2013",1.504722,
"DEU","CPI","TOT","AGRWTH","A","2014",0.9067971,
"DEU","CPI","TOT","AGRWTH","A","2015",0.514421,
"DEU","CPI","TOT","AGRWTH","A","2016",0.4917486,
"DEU","CPI","TOT","AGRWTH","A","2017",1.509497,
"DEU","CPI","TOT","AGRWTH","A","2018",1.732168,
"GRC","CPI","TOT","AGRWTH","A","1997",5.536003,
"GRC","CPI","TOT","AGRWTH","A","1998",4.766226,
"GRC","CPI","TOT","AGRWTH","A","1999",2.636638,
"GRC","CPI","TOT","AGRWTH","A","2000",3.151177,
"GRC","CPI","TOT","AGRWTH","A","2001",3.373966,
"GRC","CPI","TOT","AGRWTH","A","2002",3.629363,
"GRC","CPI","TOT","AGRWTH","A","2003",3.530651,
"GRC","CPI","TOT","AGRWTH","A","2004",2.898848,
"GRC","CPI","TOT","AGRWTH","A","2005",3.545073,
"GRC","CPI","TOT","AGRWTH","A","2006",3.195946,
"GRC","CPI","TOT","AGRWTH","A","2007",2.895001,
"GRC","CPI","TOT","AGRWTH","A","2008",4.152796,
"GRC","CPI","TOT","AGRWTH","A","2009",1.210074,
"GRC","CPI","TOT","AGRWTH","A","2010",4.712982,
"GRC","CPI","TOT","AGRWTH","A","2011",3.32987,
"GRC","CPI","TOT","AGRWTH","A","2012",1.50152,
"GRC","CPI","TOT","AGRWTH","A","2013",-0.922165,
"GRC","CPI","TOT","AGRWTH","A","2014",-1.311209,
"GRC","CPI","TOT","AGRWTH","A","2015",-1.736046,
"GRC","CPI","TOT","AGRWTH","A","2016",-0.8256576,
"GRC","CPI","TOT","AGRWTH","A","2017",1.121259,
"GRC","CPI","TOT","AGRWTH","A","2018",0.6256205,
"HUN","CPI","TOT","AGRWTH","A","1997",18.30508,
"HUN","CPI","TOT","AGRWTH","A","1998",14.15379,
"HUN","CPI","TOT","AGRWTH","A","1999",9.997744,
"HUN","CPI","TOT","AGRWTH","A","2000",9.803608,
"HUN","CPI","TOT","AGRWTH","A","2001",9.116809,
"HUN","CPI","TOT","AGRWTH","A","2002",5.265448,
"HUN","CPI","TOT","AGRWTH","A","2003",4.661017,
"HUN","CPI","TOT","AGRWTH","A","2004",6.744347,
"HUN","CPI","TOT","AGRWTH","A","2005",3.561517,
"HUN","CPI","TOT","AGRWTH","A","2006",3.930326,
"HUN","CPI","TOT","AGRWTH","A","2007",7.958745,
"HUN","CPI","TOT","AGRWTH","A","2008",6.042512,
"HUN","CPI","TOT","AGRWTH","A","2009",4.211712,
"HUN","CPI","TOT","AGRWTH","A","2010",4.855558,
"HUN","CPI","TOT","AGRWTH","A","2011",3.929921,
"HUN","CPI","TOT","AGRWTH","A","2012",5.652145,
"HUN","CPI","TOT","AGRWTH","A","2013",1.7332,
"HUN","CPI","TOT","AGRWTH","A","2014",-0.2275663,
"HUN","CPI","TOT","AGRWTH","A","2015",-0.06164468,
"HUN","CPI","TOT","AGRWTH","A","2016",0.3947693,
"HUN","CPI","TOT","AGRWTH","A","2017",2.348243,
"HUN","CPI","TOT","AGRWTH","A","2018",2.850248,
"ISL","CPI","TOT","AGRWTH","A","1997",1.815431,
"ISL","CPI","TOT","AGRWTH","A","1998",1.659237,
"ISL","CPI","TOT","AGRWTH","A","1999",3.231831,
"ISL","CPI","TOT","AGRWTH","A","2000",5.136475,
"ISL","CPI","TOT","AGRWTH","A","2001",6.405086,
"ISL","CPI","TOT","AGRWTH","A","2002",5.197023,
"ISL","CPI","TOT","AGRWTH","A","2003",2.055662,
"ISL","CPI","TOT","AGRWTH","A","2004",3.158195,
"ISL","CPI","TOT","AGRWTH","A","2005",3.987048,
"ISL","CPI","TOT","AGRWTH","A","2006",6.687074,
"ISL","CPI","TOT","AGRWTH","A","2007",5.051564,
"ISL","CPI","TOT","AGRWTH","A","2008",12.6944,
"ISL","CPI","TOT","AGRWTH","A","2009",12.00312,
"ISL","CPI","TOT","AGRWTH","A","2010",5.396732,
"ISL","CPI","TOT","AGRWTH","A","2011",4.001026,
"ISL","CPI","TOT","AGRWTH","A","2012",5.1859,
"ISL","CPI","TOT","AGRWTH","A","2013",3.872275,
"ISL","CPI","TOT","AGRWTH","A","2014",2.044619,
"ISL","CPI","TOT","AGRWTH","A","2015",1.633058,
"ISL","CPI","TOT","AGRWTH","A","2016",1.69693,
"ISL","CPI","TOT","AGRWTH","A","2017",1.760413,
"ISL","CPI","TOT","AGRWTH","A","2018",2.682915,
"IRL","CPI","TOT","AGRWTH","A","1997",1.525605,
"IRL","CPI","TOT","AGRWTH","A","1998",2.415518,
"IRL","CPI","TOT","AGRWTH","A","1999",1.631924,
"IRL","CPI","TOT","AGRWTH","A","2000",5.590717,
"IRL","CPI","TOT","AGRWTH","A","2001",4.872905,
"IRL","CPI","TOT","AGRWTH","A","2002",4.614733,
"IRL","CPI","TOT","AGRWTH","A","2003",3.49049,
"IRL","CPI","TOT","AGRWTH","A","2004",2.199629,
"IRL","CPI","TOT","AGRWTH","A","2005",2.429692,
"IRL","CPI","TOT","AGRWTH","A","2006",3.93164,
"IRL","CPI","TOT","AGRWTH","A","2007",4.897116,
"IRL","CPI","TOT","AGRWTH","A","2008",4.060305,
"IRL","CPI","TOT","AGRWTH","A","2009",-4.478103,
"IRL","CPI","TOT","AGRWTH","A","2010",-0.9220958,
"IRL","CPI","TOT","AGRWTH","A","2011",2.557189,
"IRL","CPI","TOT","AGRWTH","A","2012",1.696209,
"IRL","CPI","TOT","AGRWTH","A","2013",0.5087149,
"IRL","CPI","TOT","AGRWTH","A","2014",0.1825423,
"IRL","CPI","TOT","AGRWTH","A","2015",-0.2898791,
"IRL","CPI","TOT","AGRWTH","A","2016",0.008306338,
"IRL","CPI","TOT","AGRWTH","A","2017",0.3405316,
"IRL","CPI","TOT","AGRWTH","A","2018",0.4883702,
"ITA","CPI","TOT","AGRWTH","A","1997",2.043106,
"ITA","CPI","TOT","AGRWTH","A","1998",1.955088,
"ITA","CPI","TOT","AGRWTH","A","1999",1.663458,
"ITA","CPI","TOT","AGRWTH","A","2000",2.537687,
"ITA","CPI","TOT","AGRWTH","A","2001",2.785166,
"ITA","CPI","TOT","AGRWTH","A","2002",2.46532,
"ITA","CPI","TOT","AGRWTH","A","2003",2.672559,
"ITA","CPI","TOT","AGRWTH","A","2004",2.206736,
"ITA","CPI","TOT","AGRWTH","A","2005",1.985294,
"ITA","CPI","TOT","AGRWTH","A","2006",2.090843,
"ITA","CPI","TOT","AGRWTH","A","2007",1.829738,
"ITA","CPI","TOT","AGRWTH","A","2008",3.347834,
"ITA","CPI","TOT","AGRWTH","A","2009",0.7747682,
"ITA","CPI","TOT","AGRWTH","A","2010",1.525516,
"ITA","CPI","TOT","AGRWTH","A","2011",2.780633,
"ITA","CPI","TOT","AGRWTH","A","2012",3.041363,
"ITA","CPI","TOT","AGRWTH","A","2013",1.219992,
"ITA","CPI","TOT","AGRWTH","A","2014",0.2410575,
"ITA","CPI","TOT","AGRWTH","A","2015",0.03878675,
"ITA","CPI","TOT","AGRWTH","A","2016",-0.0940214,
"ITA","CPI","TOT","AGRWTH","A","2017",1.226533,
"ITA","CPI","TOT","AGRWTH","A","2018",1.137488,
"JPN","CPI","TOT","AGRWTH","A","1997",1.747805,
"JPN","CPI","TOT","AGRWTH","A","1998",0.6619742,
"JPN","CPI","TOT","AGRWTH","A","1999",-0.3412969,
"JPN","CPI","TOT","AGRWTH","A","2000",-0.6765787,
"JPN","CPI","TOT","AGRWTH","A","2001",-0.7400555,
"JPN","CPI","TOT","AGRWTH","A","2002",-0.923494,
"JPN","CPI","TOT","AGRWTH","A","2003",-0.2565418,
"JPN","CPI","TOT","AGRWTH","A","2004",-0.008573388,
"JPN","CPI","TOT","AGRWTH","A","2005",-0.2829461,
"JPN","CPI","TOT","AGRWTH","A","2006",0.2493551,
"JPN","CPI","TOT","AGRWTH","A","2007",0.06003945,
"JPN","CPI","TOT","AGRWTH","A","2008",1.380079,
"JPN","CPI","TOT","AGRWTH","A","2009",-1.352837,
"JPN","CPI","TOT","AGRWTH","A","2010",-0.7199794,
"JPN","CPI","TOT","AGRWTH","A","2011",-0.2676336,
"JPN","CPI","TOT","AGRWTH","A","2012",-0.05193906,
"JPN","CPI","TOT","AGRWTH","A","2013",0.3464403,
"JPN","CPI","TOT","AGRWTH","A","2014",2.761954,
"JPN","CPI","TOT","AGRWTH","A","2015",0.7895179,
"JPN","CPI","TOT","AGRWTH","A","2016",-0.1166667,
"JPN","CPI","TOT","AGRWTH","A","2017",0.4672118,
"JPN","CPI","TOT","AGRWTH","A","2018",0.9799037,
"KOR","CPI","TOT","AGRWTH","A","1997",4.439064,
"KOR","CPI","TOT","AGRWTH","A","1998",7.51334,
"KOR","CPI","TOT","AGRWTH","A","1999",0.8129966,
"KOR","CPI","TOT","AGRWTH","A","2000",2.259185,
"KOR","CPI","TOT","AGRWTH","A","2001",4.06642,
"KOR","CPI","TOT","AGRWTH","A","2002",2.762511,
"KOR","CPI","TOT","AGRWTH","A","2003",3.514879,
"KOR","CPI","TOT","AGRWTH","A","2004",3.590591,
"KOR","CPI","TOT","AGRWTH","A","2005",2.75409,
"KOR","CPI","TOT","AGRWTH","A","2006",2.241847,
"KOR","CPI","TOT","AGRWTH","A","2007",2.534847,
"KOR","CPI","TOT","AGRWTH","A","2008",4.673796,
"KOR","CPI","TOT","AGRWTH","A","2009",2.756686,
"KOR","CPI","TOT","AGRWTH","A","2010",2.939181,
"KOR","CPI","TOT","AGRWTH","A","2011",4.025846,
"KOR","CPI","TOT","AGRWTH","A","2012",2.187221,
"KOR","CPI","TOT","AGRWTH","A","2013",1.301377,
"KOR","CPI","TOT","AGRWTH","A","2014",1.274715,
"KOR","CPI","TOT","AGRWTH","A","2015",0.7062082,
"KOR","CPI","TOT","AGRWTH","A","2016",0.9716747,
"KOR","CPI","TOT","AGRWTH","A","2017",1.944456,
"KOR","CPI","TOT","AGRWTH","A","2018",1.476672,
"LUX","CPI","TOT","AGRWTH","A","1997",1.367511,
"LUX","CPI","TOT","AGRWTH","A","1998",0.9585662,
"LUX","CPI","TOT","AGRWTH","A","1999",1.025194,
"LUX","CPI","TOT","AGRWTH","A","2000",3.150768,
"LUX","CPI","TOT","AGRWTH","A","2001",2.663822,
"LUX","CPI","TOT","AGRWTH","A","2002",2.074089,
"LUX","CPI","TOT","AGRWTH","A","2003",2.04984,
"LUX","CPI","TOT","AGRWTH","A","2004",2.225681,
"LUX","CPI","TOT","AGRWTH","A","2005",2.487693,
"LUX","CPI","TOT","AGRWTH","A","2006",2.666315,
"LUX","CPI","TOT","AGRWTH","A","2007",2.312459,
"LUX","CPI","TOT","AGRWTH","A","2008",3.40188,
"LUX","CPI","TOT","AGRWTH","A","2009",0.368042,
"LUX","CPI","TOT","AGRWTH","A","2010",2.273679,
"LUX","CPI","TOT","AGRWTH","A","2011",3.410683,
"LUX","CPI","TOT","AGRWTH","A","2012",2.662842,
"LUX","CPI","TOT","AGRWTH","A","2013",1.73404,
"LUX","CPI","TOT","AGRWTH","A","2014",0.628544,
"LUX","CPI","TOT","AGRWTH","A","2015",0.4747432,
"LUX","CPI","TOT","AGRWTH","A","2016",0.2908333,
"LUX","CPI","TOT","AGRWTH","A","2017",1.7308,
"LUX","CPI","TOT","AGRWTH","A","2018",1.528195,
"MEX","CPI","TOT","AGRWTH","A","1997",20.62563,
"MEX","CPI","TOT","AGRWTH","A","1998",15.92839,
"MEX","CPI","TOT","AGRWTH","A","1999",16.58562,
"MEX","CPI","TOT","AGRWTH","A","2000",9.49156,
"MEX","CPI","TOT","AGRWTH","A","2001",6.367737,
"MEX","CPI","TOT","AGRWTH","A","2002",5.030733,
"MEX","CPI","TOT","AGRWTH","A","2003",4.546898,
"MEX","CPI","TOT","AGRWTH","A","2004",4.688407,
"MEX","CPI","TOT","AGRWTH","A","2005",3.988061,
"MEX","CPI","TOT","AGRWTH","A","2006",3.629463,
"MEX","CPI","TOT","AGRWTH","A","2007",3.96685,
"MEX","CPI","TOT","AGRWTH","A","2008",5.124982,
"MEX","CPI","TOT","AGRWTH","A","2009",5.297357,
"MEX","CPI","TOT","AGRWTH","A","2010",4.156728,
"MEX","CPI","TOT","AGRWTH","A","2011",3.40738,
"MEX","CPI","TOT","AGRWTH","A","2012",4.111508,
"MEX","CPI","TOT","AGRWTH","A","2013",3.80639,
"MEX","CPI","TOT","AGRWTH","A","2014",4.018617,
"MEX","CPI","TOT","AGRWTH","A","2015",2.720641,
"MEX","CPI","TOT","AGRWTH","A","2016",2.821708,
"MEX","CPI","TOT","AGRWTH","A","2017",6.041456,
"MEX","CPI","TOT","AGRWTH","A","2018",4.899351,
"NLD","CPI","TOT","AGRWTH","A","1997",2.109246,
"NLD","CPI","TOT","AGRWTH","A","1998",1.959136,
"NLD","CPI","TOT","AGRWTH","A","1999",2.157179,
"NLD","CPI","TOT","AGRWTH","A","2000",2.360522,
"NLD","CPI","TOT","AGRWTH","A","2001",4.155841,
"NLD","CPI","TOT","AGRWTH","A","2002",3.287531,
"NLD","CPI","TOT","AGRWTH","A","2003",2.091998,
"NLD","CPI","TOT","AGRWTH","A","2004",1.263647,
"NLD","CPI","TOT","AGRWTH","A","2005",1.68813,
"NLD","CPI","TOT","AGRWTH","A","2006",1.101501,
"NLD","CPI","TOT","AGRWTH","A","2007",1.613859,
"NLD","CPI","TOT","AGRWTH","A","2008",2.486502,
"NLD","CPI","TOT","AGRWTH","A","2009",1.189777,
"NLD","CPI","TOT","AGRWTH","A","2010",1.275306,
"NLD","CPI","TOT","AGRWTH","A","2011",2.34107,
"NLD","CPI","TOT","AGRWTH","A","2012",2.455548,
"NLD","CPI","TOT","AGRWTH","A","2013",2.506899,
"NLD","CPI","TOT","AGRWTH","A","2014",0.9760351,
"NLD","CPI","TOT","AGRWTH","A","2015",0.6002482,
"NLD","CPI","TOT","AGRWTH","A","2016",0.3166667,
"NLD","CPI","TOT","AGRWTH","A","2017",1.381459,
"NLD","CPI","TOT","AGRWTH","A","2018",1.703498,
"NZL","CPI","TOT","AGRWTH","A","1997",1.187151,
"NZL","CPI","TOT","AGRWTH","A","1998",1.26524,
"NZL","CPI","TOT","AGRWTH","A","1999",-0.1142663,
"NZL","CPI","TOT","AGRWTH","A","2000",2.615233,
"NZL","CPI","TOT","AGRWTH","A","2001",2.625821,
"NZL","CPI","TOT","AGRWTH","A","2002",2.677091,
"NZL","CPI","TOT","AGRWTH","A","2003",1.753576,
"NZL","CPI","TOT","AGRWTH","A","2004",2.290249,
"NZL","CPI","TOT","AGRWTH","A","2005",3.037021,
"NZL","CPI","TOT","AGRWTH","A","2006",3.365404,
"NZL","CPI","TOT","AGRWTH","A","2007",2.376143,
"NZL","CPI","TOT","AGRWTH","A","2008",3.958944,
"NZL","CPI","TOT","AGRWTH","A","2009",2.115656,
"NZL","CPI","TOT","AGRWTH","A","2010",2.302026,
"NZL","CPI","TOT","AGRWTH","A","2011",4.027903,
"NZL","CPI","TOT","AGRWTH","A","2012",1.059918,
"NZL","CPI","TOT","AGRWTH","A","2013",1.134418,
"NZL","CPI","TOT","AGRWTH","A","2014",1.227513,
"NZL","CPI","TOT","AGRWTH","A","2015",0.2927033,
"NZL","CPI","TOT","AGRWTH","A","2016",0.6462373,
"NZL","CPI","TOT","AGRWTH","A","2017",1.850787,
"NZL","CPI","TOT","AGRWTH","A","2018",1.598298,
"NOR","CPI","TOT","AGRWTH","A","1997",2.566923,
"NOR","CPI","TOT","AGRWTH","A","1998",2.252413,
"NOR","CPI","TOT","AGRWTH","A","1999",2.365967,
"NOR","CPI","TOT","AGRWTH","A","2000",3.085506,
